,pixel_density_0,pixel_density_value_0,edge_density_0,edge_direction_0,mean_pixel_density_0,contrast_0,correlation_0,energy_0,dissimilarity_0,homogeneity_0,ASM_0,mean_gabor_value_0,LBP_0,canny_mean_0,HOG_0,pixel_density_1,pixel_density_value_1,edge_density_1,edge_direction_1,mean_pixel_density_1,contrast_1,correlation_1,energy_1,dissimilarity_1,homogeneity_1,ASM_1,mean_gabor_value_1,LBP_1,canny_mean_1,HOG_1,pixel_density_2,pixel_density_value_2,edge_density_2,edge_direction_2,mean_pixel_density_2,contrast_2,correlation_2,energy_2,dissimilarity_2,homogeneity_2,ASM_2,mean_gabor_value_2,LBP_2,canny_mean_2,HOG_2,pixel_density_3,pixel_density_value_3,edge_density_3,edge_direction_3,mean_pixel_density_3,contrast_3,correlation_3,energy_3,dissimilarity_3,homogeneity_3,ASM_3,mean_gabor_value_3,LBP_3,canny_mean_3,HOG_3,pixel_density_4,pixel_density_value_4,edge_density_4,edge_direction_4,mean_pixel_density_4,contrast_4,correlation_4,energy_4,dissimilarity_4,homogeneity_4,ASM_4,mean_gabor_value_4,LBP_4,canny_mean_4,HOG_4,pixel_density_5,pixel_density_value_5,edge_density_5,edge_direction_5,mean_pixel_density_5,contrast_5,correlation_5,energy_5,dissimilarity_5,homogeneity_5,ASM_5,mean_gabor_value_5,LBP_5,canny_mean_5,HOG_5,target
77,0,1051,0.181003082,1,0.335653421,132.5106353,0.857753581,0.139120349,6.337067499,0.312347967,0.019354472,-97.55700878,0.231997758,0.170625,0.138684031,0,477,0.197114038,1,0.361997923,136.994186,0.820710464,0.063532587,6.856920023,0.254245311,0.00403639,114.0123467,0.154945363,0.1803125,0.140774063,0,1219,0.171399885,1,0.303690392,146.5660569,0.845684645,0.168019206,6.329703833,0.347937402,0.028230454,-142.0819186,0.260470453,0.180625,0.131162208,0,840,0.182874355,1,0.282941851,163.2491289,0.807971698,0.106766212,6.93437863,0.303446307,0.011399024,190.2930561,0.20697074,0.15375,0.140041402,0,1067,0.210185185,1,0.315885984,202.3419284,0.762786014,0.161603201,7.898421628,0.298755228,0.026115595,-87.59628424,0.237345679,0.2078125,0.134459959,0,444,0.207133059,1,0.305808835,224.3700617,0.739965269,0.063841252,8.709876543,0.226474766,0.004075705,69.64124016,0.166285627,0.1703125,0.142334456,1
78,0,1126,0.136404697,1,0.258274439,106.042378,0.86199305,0.15051229,5.133841463,0.396587939,0.022653949,-77.46355662,0.247666366,0.1490625,0.134377742,0,506,0.141582391,1,0.28789586,123.0561578,0.816009716,0.070434159,5.948660042,0.305526517,0.004960971,61.72897023,0.168054729,0.1353125,0.137569174,0,1144,0.12921875,1,0.225446691,86.62531646,0.855803679,0.153840112,4.666139241,0.409144342,0.02366678,-105.8978827,0.26109375,0.155625,0.131753382,0,602,0.138734568,1,0.249215686,102.4820312,0.820253587,0.081150329,5.25671875,0.343296999,0.006585376,88.99375472,0.180864198,0.1275,0.137866851,0,876,0.14978903,1,0.236800504,83.99983563,0.850584599,0.133560536,5.1421762,0.344712274,0.017838417,-64.33446952,0.221681272,0,0.137437606,0,442,0.158227848,1,0.232625007,100.1714333,0.800678651,0.065022313,5.590236686,0.291676611,0.004227901,19.67672081,0.161960402,0,0.145349888,1
79,0,723,0.185620915,1,0.705158272,204.8656766,0.930427316,0.074794011,7.633993399,0.252392341,0.005594144,-277.0065397,0.158278867,0.1796875,0.132553397,0,679,0.160675381,1,0.750572857,262.9531353,0.934545933,0.070991881,8.452805281,0.253017872,0.005039847,300.2554902,0.159586057,0.16125,0.132670455,0,698,0.167332123,1,0.610109249,176.0248227,0.940378797,0.080935217,7.051235021,0.265945355,0.006550509,-405.3117086,0.164549304,0.1725,0.135024861,7,220,0.180641258,1,0.805782001,286.114698,0.9057772,0.028255248,8.843482514,0.212429122,0.000798359,363.7844418,0.097761645,0.1925,0.13485373,0,641,0.177328431,1,0.595027393,176.9757276,0.932378478,0.074244352,7.154303406,0.252445704,0.005512224,-331.1206655,0.163970588,0.183125,0.136047236,7,360,0.17377451,1,0.665390715,274.9358514,0.915572012,0.034036245,8.681486068,0.218175676,0.001158466,268.1719684,0.104534314,0.17875,0.134403686,0
80,0,1321,0.165087568,1,0.663091317,253.9010174,0.937115575,0.19003806,7.905087209,0.3502826,0.036114464,-203.2200345,0.264857881,0.1709375,0.118787003,5,341,0.181792399,1,0.768132528,272.5384726,0.922518802,0.04984357,8.846540339,0.241048644,0.002484382,282.4563506,0.124078276,0.1946875,0.130023384,0,1334,0.155734047,1,0.547351935,222.0960843,0.938384679,0.199188184,7.474698795,0.362465137,0.039675933,-410.405366,0.276067232,0.1553125,0.12071052,5,376,0.171025566,1,0.616172581,251.4511379,0.921937787,0.053897168,8.77167931,0.244223195,0.002904905,324.8041681,0.136791067,0.1528125,0.134114055,0,1610,0.185787413,1,0.53138849,223.3330793,0.928905254,0.241454055,7.809603659,0.364642168,0.058300061,-247.8092937,0.301866908,0.1875,0.120232884,0,472,0.179464017,1,0.521024851,186.6003049,0.921162369,0.076734843,7.847865854,0.255948058,0.005888236,246.9082434,0.161848841,0.144375,0.135189352,1
81,5,224,0.19188641,1,0.847804956,243.0955118,0.928117861,0.039569607,8.53256705,0.234327327,0.001565754,-449.3872938,0.10290737,0.196875,0.130988935,6,164,0.202886929,1,0.899303426,219.9310345,0.928113872,0.024978316,8.576876268,0.2033092,0.000623916,328.5053533,0.071237637,0.1871875,0.136693123,0,299,0.188345051,1,0.738399135,206.6725034,0.939655542,0.048160501,8.112995896,0.24799361,0.002319434,-491.4883829,0.113845322,0.173125,0.131808799,6,163,0.206192537,1,0.779720358,221.6206566,0.93130307,0.027388665,8.872093023,0.205784952,0.000750139,372.5551929,0.086262845,0.1840625,0.135203842,0,284,0.212277682,1,0.750592285,193.0412251,0.928725296,0.045716197,8.108724053,0.211220464,0.002089971,-125.1973462,0.106425703,0.1984375,0.134485653,74,123,0.216300496,1,0.721902697,184.4555364,0.91441291,0.02573595,8.393287435,0.188093227,0.000662339,179.4896809,0.091991495,0.201875,0.138763511,1
82,0,459,0.186639772,1,0.703757782,227.934934,0.901230991,0.060877722,8.132533013,0.248582114,0.003706097,-264.7523331,0.148908401,0.1884375,0.134411998,5,273,0.19719981,1,0.740224462,222.1166867,0.898876308,0.030786759,8.690756303,0.205151696,0.000947825,272.3924784,0.104651163,0.1921875,0.133584628,0,541,0.186665017,1,0.597715167,224.4454318,0.910835538,0.073029135,8.096745932,0.26244373,0.005333254,-325.6180733,0.162666997,0.16875,0.134825209,5,329,0.191489362,1,0.615349647,229.8514349,0.900461988,0.037154538,8.636194953,0.227688488,0.00138046,299.8771779,0.118244069,0.165,0.135684039,0,523,0.21627907,1,0.559606323,228.9826144,0.878229654,0.069827785,8.860261438,0.223295415,0.00487592,-160.9750907,0.145994832,0.20125,0.136886926,5,212,0.214814815,1,0.530463526,231.024031,0.851350162,0.030812938,9.110335917,0.188927729,0.000949437,153.5042256,0.11366539,0.1915625,0.140963682,1
83,0,731,0.174228395,1,0.27652687,74.86482263,0.868451258,0.09895867,5.010470386,0.329297111,0.009792818,-91.23205366,0.199537037,0.1696875,0.136706218,0,632,0.184104938,1,0.264215686,71.53195812,0.867567537,0.083244993,5.025629005,0.30865244,0.006929729,75.7659509,0.181635802,0.16,0.138266733,0,819,0.173405654,1,0.24120741,55.7019647,0.887039027,0.120602278,4.529137529,0.331439634,0.01454491,4.823037623,0.215154504,0,0.13875952,0,550,0.177350427,1,0.221750396,60.98218448,0.846502955,0.076337194,4.840659341,0.292154152,0.005827367,16.25302183,0.174227482,0,0.141695031,0,472,0.187747748,1,0.277530472,70.04309715,0.823792201,0.088652129,5.158875091,0.289376445,0.0078592,69.79827428,0.16972973,0.008333333,0.142799678,0,234,0.157837838,1,0.23081505,59.49251278,0.825553105,0.050918826,4.974981738,0.269230437,0.002592727,23.00779074,0.147747748,0.008333333,0.142883788,1
84,0,908,0.150279659,1,0.579914804,164.4619857,0.946809914,0.135014763,6.624776386,0.339705883,0.018228986,-349.1130213,0.216514572,0,0.13039431,4,397,0.179215116,1,0.623440492,152.2302031,0.948787392,0.050874192,6.846923756,0.272342426,0.002588183,349.3399413,0.127906977,0.1671875,0.134022539,0,960,0.175414781,1,0.568769408,154.4886173,0.942398783,0.143956624,6.642016807,0.319620941,0.02072351,-175.0077206,0.225339367,0,0.13140378,0,258,0.197766195,1,0.61012483,168.1918552,0.932073699,0.047571725,7.542081448,0.240471297,0.002263069,216.1430444,0.128816083,0,0.138746128,0,941,0.193714822,1,0.610208586,185.267184,0.917589865,0.147605473,7.519955654,0.29643295,0.021787376,-50.01721046,0.214665416,0,0.130001987,0,249,0.219355847,1,0.597465328,177.2557808,0.90285823,0.044075833,8.149350649,0.212149296,0.001942679,124.5866166,0.126328956,0,0.135996758,1
85,0,348,0.186965028,1,0.646286306,155.6366333,0.927859937,0.049421577,7.048819676,0.261854757,0.002442492,-323.2060212,0.123991196,0.2025,0.131120503,0,1021,0.16263145,1,0.530164142,129.7999011,0.939805925,0.125631946,6.028550241,0.333056582,0.015783386,302.8841791,0.206651993,0.1828125,0.130356184,5,287,0.204557092,1,0.585985362,168.5797101,0.921167795,0.044538089,7.101449275,0.244929647,0.001983641,-125.4993395,0.115975422,0.1809375,0.135066547,0,968,0.16831307,1,0.442845223,109.8273169,0.93507671,0.121964772,5.635816692,0.330195364,0.014875406,140.6988384,0.208080041,0.1609375,0.133395738,0,304,0.227266693,1,0.622492406,203.766774,0.884930148,0.043815026,7.913043478,0.22859579,0.001919756,-29.92642499,0.118146821,0.198125,0.134901692,0,1004,0.172708169,0,0.429663623,85.33718306,0.93065252,0.130094421,5.207885305,0.330468144,0.016924558,62.08791,0.205542422,0.1484375,0.13571893,1
86,3,349,0.17056992,1,0.615278032,99.61030419,0.951956977,0.043555696,5.687859688,0.284755425,0.001897099,-324.0224244,0.101665087,0.173125,0.130202339,0,558,0.174959872,1,0.598863815,91.88127792,0.959666309,0.081876747,5.307296602,0.33538603,0.006703802,322.2283807,0.149010166,0.1821875,0.132471236,4,244,0.187552565,1,0.545670278,95.54562225,0.948757648,0.036024147,6.004824748,0.256633749,0.001297739,-284.2298191,0.099243061,0.1653125,0.134690525,0,557,0.190636389,1,0.562309735,82.12927487,0.959220213,0.082497584,5.444444444,0.301370514,0.006805851,247.8655205,0.144238856,0.174375,0.137113538,0,152,0.2097278,1,0.533303585,87.76204819,0.931859866,0.035054955,5.871084337,0.241866407,0.00122885,-124.5595201,0.087907184,0.188125,0.13480326,0,561,0.196192176,1,0.561634774,81.39081325,0.94375446,0.086296692,5.585391566,0.281346528,0.007447119,163.6569835,0.144280827,0.19875,0.135129564,0
87,5,326,0.180162511,1,0.77127223,277.3815734,0.912716615,0.033811531,8.817150957,0.223173623,0.00114322,-452.8535245,0.096105352,0.1728125,0.13358942,5,209,0.191510227,1,0.785622929,262.5716513,0.92011291,0.034933361,8.726718639,0.2267256,0.00122034,380.2700998,0.110815354,0.183125,0.137254559,6,205,0.205574913,1,0.690957847,226.9194828,0.913198409,0.028806177,8.38524831,0.212809073,0.000829796,-356.0470524,0.104819977,0.18875,0.138356017,0,218,0.204878049,1,0.712534391,246.6001742,0.914440033,0.038333162,8.952090592,0.204375632,0.001469431,244.9411624,0.113199426,0.1871875,0.140190905,75,108,0.217019979,1,0.730034359,205.1895647,0.876516546,0.023172269,8.527940722,0.183675637,0.000536954,-132.1251552,0.084489858,0.194375,0.139849548,0,187,0.224645417,1,0.726663018,186.6673356,0.90135018,0.03474066,8.530873726,0.186395443,0.001206913,220.917557,0.104926033,0.22,0.138879055,1
88,6,161,0.177439446,1,0.637218807,173.7945378,0.906752265,0.032548037,7.642997199,0.205145093,0.001059375,-283.0294719,0.104775087,0.1790625,0.132700899,0,655,0.185467128,1,0.559224913,143.660084,0.93862958,0.092973677,6.958963585,0.255252786,0.008644105,374.0885594,0.166782007,0.173125,0.139864024,6,235,0.183631076,1,0.477556473,132.6683945,0.915777427,0.037726877,6.961753993,0.217641623,0.001423317,-232.0102152,0.114665559,0.155625,0.140348215,0,712,0.186746988,1,0.509638554,140.479158,0.927918993,0.099666762,7.115081014,0.249226767,0.009933463,244.6691409,0.172645126,0.1953125,0.13713913,0,182,0.204942737,1,0.470446406,148.4140613,0.882492254,0.036998074,7.606679884,0.19193952,0.001368857,-173.5725608,0.115430983,0.1634375,0.142308555,0,686,0.22740134,1,0.581880776,187.282399,0.909145193,0.103228079,8.763110307,0.222718038,0.010656036,189.4491223,0.170811616,0.21,0.141008931,0
89,0,597,0.204836601,1,0.965381007,290.1320106,0.929989924,0.080766019,9.361904762,0.246771851,0.00652315,-302.5081123,0.148104575,0.204375,0.125523682,5,264,0.20749354,1,0.97744186,319.1164706,0.920585942,0.03431329,10.0545098,0.205180834,0.001177402,379.7232357,0.097028424,0.2071875,0.127755006,0,655,0.191596195,1,0.906597438,295.5102941,0.92653139,0.08834117,9.517780749,0.247628205,0.007804162,-418.7347406,0.152748414,0.183125,0.128756475,5,224,0.190569488,1,0.879542381,255.8290169,0.933951459,0.033557556,8.733879493,0.22182096,0.00112611,429.7614594,0.09992163,0.186875,0.131449689,0,716,0.205426357,1,0.79423715,277.4940508,0.931299682,0.097522579,9.2796106,0.254099004,0.009510653,-367.1178854,0.16091954,0.189375,0.130479748,5,288,0.198731501,1,0.74305901,248.790965,0.932157053,0.039765072,8.804330393,0.224252586,0.001581261,308.5059404,0.103461945,0.189375,0.132049495,1
90,0,273,0.198981167,1,0.483128417,236.1762775,0.870992604,0.039210089,9.441787779,0.193524486,0.001537431,-316.8901087,0.132139549,0.17,0.136260813,0,520,0.219512195,1,0.44406044,215.96812,0.857135007,0.068172912,8.913267698,0.222160651,0.004647546,316.9332699,0.163785119,0.1928125,0.142413165,1,238,0.227597403,1,0.404772727,212.4798619,0.845757416,0.036039673,9.327798783,0.181238015,0.001298858,-218.2427099,0.125649351,0.1746875,0.141615411,0,454,0.235876623,1,0.439272345,205.464409,0.812352146,0.063637975,9.068880487,0.194409636,0.004049792,151.8219075,0.156006494,0.1940625,0.140199692,15,139,0.227387387,1,0.433931108,229.44,0.827281244,0.031118378,9.802374429,0.162392732,0.000968353,-143.0939002,0.121981982,0.083333333,0.141346734,0,285,0.282666667,1,0.561236078,408.7396396,0.728374204,0.053421372,13.21711712,0.150671276,0.002853843,33.12641997,0.136355556,0.316666667,0.145488949,0
91,0,464,0.197210384,1,0.641628492,359.7306688,0.847008938,0.061451979,9.886102403,0.239298511,0.003776346,-112.8231774,0.146584011,0.18875,0.133608329,5,232,0.199106003,1,0.692965217,300.4992897,0.869442938,0.033661196,9.31473589,0.22028228,0.001133076,108.5829097,0.107535121,0.1746875,0.133271068,0,546,0.18459069,1,0.532969817,267.6769481,0.887434203,0.072689233,8.38474026,0.262891777,0.005283725,-346.9787703,0.167602996,0.1696875,0.134876875,5,198,0.192592593,1,0.606886088,212.5169877,0.897385109,0.034192321,8.167870519,0.220009058,0.001169115,280.0362325,0.116534392,0.1546875,0.137037359,0,447,0.206195683,1,0.541621729,264.9636982,0.867302027,0.066980094,8.782473057,0.232142389,0.004486333,-214.3026937,0.149845809,0.19875,0.138812595,0,172,0.217987805,1,0.577941176,286.0015419,0.829725272,0.031947178,9.442248388,0.18835474,0.001020622,50.96071691,0.102134146,0.2096875,0.137651116,1
92,0,458,0.185380117,1,0.782979016,293.6617386,0.937937117,0.072028182,9.424600828,0.23427991,0.005188059,-519.6351105,0.152192982,0.1765625,0.135281425,7,279,0.191374269,1,0.795369797,257.301301,0.93857011,0.03305407,9.228267297,0.205291587,0.001092572,465.3063921,0.09502924,0.1853125,0.133587629,0,500,0.224257028,1,0.869452398,301.924065,0.923393276,0.081333814,9.909105691,0.215072616,0.006615189,-454.1904589,0.147148594,0.2125,0.137305576,7,192,0.214126984,0,0.742528478,191.3084337,0.945255559,0.033183288,8.567228916,0.190908015,0.001101131,376.031332,0.106984127,0.1834375,0.142727477,0,487,0.223393574,1,0.852677376,374.0504743,0.896880804,0.083392353,10.77845528,0.219041131,0.006954285,-312.953376,0.152443106,0.1915625,0.13508972,0,132,0.232597055,1,0.730510276,182.6504065,0.928972718,0.031144593,8.589430894,0.181518241,0.000969986,273.9139987,0.099062918,0.2046875,0.140638471,1
93,5,280,0.181451613,1,0.62320525,187.1906703,0.891291553,0.0308736,7.707201087,0.224727292,0.000953179,-235.5405772,0.111111111,0.16375,0.13176287,5,327,0.191196237,1,0.602267816,190.3554121,0.896120041,0.03302396,7.652287138,0.236942778,0.001090582,208.00101,0.106742832,0.165,0.134739742,5,396,0.172157401,1,0.55228175,173.0763094,0.908485646,0.037097094,7.504567002,0.235683333,0.001376194,-176.5055741,0.111416152,0.1565625,0.135570814,5,387,0.201098147,1,0.539285666,170.5946352,0.898265381,0.032524363,7.909931784,0.209436961,0.001057834,205.1235558,0.100434683,0.1821875,0.135072961,5,203,0.204898371,1,0.509443995,176.2800051,0.871525439,0.02809453,7.963610827,0.195791131,0.000789303,-59.67423933,0.096704961,0.1696875,0.13937736,59,172,0.220931701,1,0.577829597,163.3075843,0.8621301,0.027358681,7.798646578,0.196527501,0.000748497,23.16393725,0.095947481,0.19375,0.139468046,0
94,0,239,0.204833142,1,0.470781638,222.9342324,0.809123563,0.038520597,8.667499167,0.21488733,0.001483836,-116.5238076,0.132993589,0,0.137378659,0,606,0.20220286,1,0.386452118,166.7226107,0.836633981,0.082619993,7.45021645,0.274248224,0.006826063,244.1466595,0.183955285,0,0.138216843,0,449,0.203463203,1,0.390245989,276.5882456,0.813789964,0.062606511,9.218070175,0.234174897,0.003919575,-68.94975165,0.158614719,0,0.136124283,0,412,0.211965812,1,0.360906988,180.6765368,0.811260692,0.060643031,8.126926407,0.221468584,0.003677577,144.2909608,0.160683761,0,0.142584853,0,168,0.231296296,1,0.450854031,308.3860736,0.818800038,0.0323515,10.32901652,0.18347154,0.00104662,-79.36620757,0.120925926,0.058333333,0.139348906,0,353,0.234466374,1,0.441453818,275.0577778,0.799580274,0.058113637,10.15851852,0.199225033,0.003377195,140.0516969,0.15003655,0,0.142116922,0
95,0,747,0.176393728,1,0.784986678,211.6771017,0.950557302,0.109554273,8.164756026,0.270085137,0.012002139,-414.8959819,0.178281069,0.173125,0.131873527,0,184,0.180458769,1,0.827568832,216.9828042,0.943385727,0.036624294,8.128012934,0.227381832,0.001341339,343.7252705,0.109175377,0.1734375,0.133882369,0,714,0.202713001,1,0.745895981,187.2328704,0.947709176,0.109838444,7.955092593,0.259296626,0.012064484,-281.0748997,0.173906417,0.1921875,0.136298857,6,214,0.198902606,1,0.705998906,189.1655864,0.941375004,0.035396572,8.041820988,0.214444053,0.001252917,261.7585165,0.105776558,0.191875,0.135968171,0,664,0.222277722,1,0.776282541,215.9750379,0.932380859,0.111192412,8.693540226,0.244469186,0.012363753,5.101883341,0.171994672,0,0.131135141,0,155,0.203189216,1,0.672102581,167.3992674,0.92796986,0.033368852,8.066267066,0.199117718,0.00111348,161.2088144,0.103896104,0,0.137530539,1
96,6,248,0.191786129,1,0.693848713,232.3854493,0.92636291,0.04166206,8.544801463,0.225449757,0.001735727,-194.3277465,0.109776572,0.1615625,0.131957462,0,947,0.177011494,1,0.630739989,180.4303242,0.94104761,0.122924492,7.350122691,0.302749809,0.015110431,228.9423298,0.202043423,0.164375,0.130072013,0,266,0.210160428,1,0.640828877,214.453144,0.918589078,0.042622528,8.491007437,0.208814084,0.00181668,-64.79466061,0.111497326,0.1784375,0.13753883,0,945,0.182887701,1,0.537003775,160.5537525,0.934137541,0.127516658,7.138742394,0.289056714,0.016260498,168.8683637,0.196791444,0.1709375,0.136410516,0,281,0.21432673,1,0.705326713,212.0331155,0.898990961,0.045033616,8.8194626,0.19871449,0.002028027,-195.7892727,0.113264427,0.1909375,0.13589359,0,948,0.19412516,1,0.596599304,135.1563307,0.932020422,0.135319124,7.168102211,0.27488382,0.018311265,203.5911623,0.206896552,0.2125,0.13611903,1
97,0,623,0.171331981,1,0.70651394,258.1096059,0.935012857,0.087744752,8.737137384,0.263944685,0.007699141,-438.5726171,0.169709263,0.170625,0.133905771,5,205,0.200135227,1,0.888918586,284.4321292,0.927210123,0.03266794,9.075807334,0.218714633,0.001067194,295.7352763,0.106017579,0.176875,0.134390722,0,603,0.206591173,1,0.659563094,303.1187537,0.894864628,0.088102672,9.34803057,0.241994428,0.007762081,-264.7818876,0.157665505,0.19625,0.135167669,6,165,0.232214573,1,0.81637643,304.745935,0.905103483,0.03028822,10.0937863,0.18322891,0.000917376,200.9668748,0.097532989,0.205,0.137805905,0,564,0.226107595,1,0.66278481,286.7777244,0.879058845,0.089915415,10.07227564,0.217961478,0.008084782,158.295461,0.159651899,0,0.134361197,0,148,0.231487342,1,0.824836188,297.1705128,0.870439509,0.030894177,10.03942308,0.181668067,0.00095445,84.54664311,0.091455696,0,0.138223509,0
98,0,586,0.197480422,1,0.765525713,277.9483471,0.906312175,0.069597385,8.810146924,0.24148689,0.004843796,-269.3880774,0.149018273,0.1896875,0.131420641,6,235,0.189989785,1,0.862333847,277.5961892,0.914589487,0.028244263,9.223370064,0.202185134,0.000797738,312.7028493,0.099875156,0.1875,0.13061501,0,668,0.19285074,1,0.709635616,241.4137306,0.916915112,0.077896392,8.479551376,0.247765221,0.006067848,-263.4408795,0.159681757,0.1765625,0.133762587,6,208,0.195203944,1,0.799350067,272.1246177,0.907832446,0.029150128,9.173898267,0.203297359,0.00084973,242.2197011,0.104773644,0.1765625,0.135303413,0,718,0.177014684,1,0.622486109,240.8189575,0.921255431,0.087759447,8.349579243,0.269373851,0.007701721,-324.0124045,0.176667823,0.165,0.133758929,6,361,0.187536131,1,0.663344963,237.6429406,0.917016933,0.037872762,8.54943899,0.221103619,0.001434346,351.767039,0.117238987,0.163125,0.137814542,1
99,6,287,0.172325354,1,0.761675623,274.7021855,0.897291272,0.030871836,9.061489073,0.203612494,0.00095307,-246.3488605,0.102344895,0.1634375,0.134340896,5,310,0.179408891,1,0.708468634,245.2399062,0.919169099,0.047877226,8.578096061,0.232575193,0.002292229,271.9470958,0.126404494,0.1565625,0.13498969,6,365,0.173793448,1,0.690900666,251.4811678,0.912948567,0.036933008,8.717770475,0.223417652,0.001364047,-266.5286022,0.107776944,0.16625,0.133387453,6,333,0.199049762,1,0.637173999,243.6936299,0.911481857,0.047964658,9.159251769,0.217557781,0.002300608,290.4559098,0.131532883,0.18125,0.136304705,7,168,0.210040161,1,0.638722734,244.5234872,0.876498036,0.026200525,8.687017734,0.191770272,0.000686468,-124.5732958,0.094511379,0.189375,0.141164622,0,277,0.212630743,1,0.590889479,203.626506,0.880094687,0.04333867,8.417402945,0.196068663,0.00187824,183.3276853,0.126042632,0.201875,0.143501522,1
100,5,268,0.184898242,1,0.704075747,196.5125088,0.907129709,0.029808437,8.023380874,0.210754076,0.000888543,-339.2817609,0.099329325,0.1809375,0.130048386,5,266,0.191603752,1,0.665417794,167.453284,0.916006455,0.031205027,7.716697502,0.218826345,0.000973754,304.3509643,0.107641272,0.1915625,0.134768967,6,345,0.205555556,1,0.624693095,182.5186859,0.915039444,0.033085947,8.078529555,0.208710267,0.00109468,-258.7003226,0.102536232,0.180625,0.135428536,5,330,0.19660774,1,0.587326101,149.2944444,0.923749819,0.034507898,7.614492754,0.216567823,0.001190795,211.5346397,0.109651218,0.1746875,0.138108061,6,179,0.220665962,1,0.63467075,171.2090909,0.890804597,0.025311727,8.012566845,0.184820005,0.000640684,-52.9395052,0.093419662,0.1840625,0.139093992,51,172,0.228056426,1,0.567484172,151.586945,0.875780474,0.026902599,7.665169133,0.192586775,0.00072375,46.77455169,0.102011494,0.2090625,0.141202763,1
101,5,229,0.181668947,1,0.767520721,205.8959025,0.928629955,0.031750022,8.040420819,0.233407802,0.001008064,-334.4777435,0.085909713,0.1715625,0.130442887,4,266,0.195375879,1,0.795830815,217.7637483,0.927900715,0.03295633,7.943502052,0.241864223,0.00108612,352.6705044,0.087479719,0.184375,0.131825975,44,121,0.222962438,1,0.700537791,206.0318417,0.905669924,0.023705395,8.131382674,0.191426418,0.000561946,-167.8997661,0.08065202,0.198125,0.138537848,0,139,0.216583983,1,0.688322842,191.1593517,0.91601446,0.029848959,8.132673551,0.20365133,0.00089096,141.3805946,0.08887314,0.2090625,0.136622764,86,117,0.207446016,1,0.722344181,231.980862,0.881484001,0.02459648,8.57278481,0.193954731,0.000604987,-190.7740415,0.074906925,0.1990625,0.13395559,73,127,0.210722264,1,0.759619815,194.6360759,0.895326925,0.029365459,8.147528632,0.203599522,0.00086233,179.8254395,0.077587491,0.2034375,0.135190613,0
102,31,176,0.1134166,0,0.227710101,24.34696381,0.904540927,0.050475046,3.328767123,0.317104871,0.00254773,-59.57092538,0.125302176,0.329166667,0.142610031,32,195,0.164585012,0,0.256003223,45.64444899,0.853959701,0.051698562,4.079533838,0.30618449,0.002672741,21.73998406,0.136986301,0.108333333,0.142551585,1,387,0.145647757,1,0.210819705,54.98117089,0.837069671,0.057473856,4.452689873,0.303917377,0.003303244,-96.13475272,0.150804813,0.1575,0.14273255,0,442,0.150023441,0,0.223330851,51.57737342,0.843416305,0.068451788,4.170411392,0.327359595,0.004685647,13.32250195,0.167838725,0.1625,0.143770536,7,270,0.144355644,1,0.195821825,62.23899477,0.815210569,0.04991071,4.729128015,0.284683275,0.002491079,28.57316532,0.133866134,0,0.143766306,0,350,0.133979944,1,0.226250592,65.92057942,0.800304011,0.064326408,4.864302364,0.283478834,0.004137887,-47.83265243,0.150090416,0,0.144918601,0
103,80,118,0.199137418,1,0.844044161,279.0115929,0.884000658,0.02375965,9.04561879,0.203229252,0.000564521,-310.0311251,0.076145152,0.1753125,0.133925031,99,99,0.221275345,1,0.753326649,271.6689471,0.891610506,0.021712247,9.526174896,0.179846625,0.000471422,332.5179527,0.079488686,0.175,0.139451175,77,123,0.219338894,1,0.748668884,299.4771732,0.877354932,0.022349249,9.940587867,0.175450061,0.000499489,-327.8355884,0.077695397,0.2109375,0.135898671,5,140,0.208217485,1,0.656037726,191.0126642,0.905011695,0.022880782,8.517354597,0.181528306,0.00052353,312.5947134,0.086345382,0.1778125,0.141312358,75,134,0.21971972,1,0.771895425,266.672973,0.867778892,0.024110772,9.529391892,0.179489944,0.000581329,-49.9856178,0.077744411,0.2046875,0.135294834,32,131,0.238405072,1,0.667999372,271.7694257,0.854964728,0.022033399,10.30861486,0.163150205,0.000485471,99.83922373,0.082415749,0.1784375,0.139487751,1
104,0,527,0.198795181,1,0.463379569,290.8642567,0.82408562,0.062620824,9.286730546,0.235613845,0.003921368,-119.495739,0.164084911,0.1959375,0.133140355,0,931,0.18043603,1,0.414552327,202.3519164,0.86055477,0.111364008,7.789488966,0.281402271,0.012401942,235.0710881,0.212134251,0.19625,0.129475622,0,519,0.187292984,1,0.40704607,213.4977134,0.866772459,0.065640977,8.491310976,0.240038476,0.004308738,-262.9114157,0.165010539,0.15875,0.135579386,0,914,0.172516359,1,0.377310424,168.2094249,0.885550411,0.112843697,7.145588678,0.304129922,0.0127337,313.4904942,0.214455681,0.1590625,0.134911907,0,170,0.235864563,1,0.397987005,250.1055611,0.824511578,0.02860122,9.866133866,0.172337982,0.00081803,-171.1578502,0.120644313,0,0.140939666,0,398,0.230120091,1,0.397855929,217.3828074,0.823512157,0.053138647,9.061965812,0.203539022,0.002823716,186.4555135,0.153359299,0,0.142243377,0
