,pixel_density_0,pixel_density_value_0,edge_density_0,edge_direction_0,mean_pixel_density_0,contrast_0,correlation_0,energy_0,dissimilarity_0,homogeneity_0,ASM_0,mean_gabor_value_0,LBP_0,canny_mean_0,HOG_0,pixel_density_1,pixel_density_value_1,edge_density_1,edge_direction_1,mean_pixel_density_1,contrast_1,correlation_1,energy_1,dissimilarity_1,homogeneity_1,ASM_1,mean_gabor_value_1,LBP_1,canny_mean_1,HOG_1,pixel_density_2,pixel_density_value_2,edge_density_2,edge_direction_2,mean_pixel_density_2,contrast_2,correlation_2,energy_2,dissimilarity_2,homogeneity_2,ASM_2,mean_gabor_value_2,LBP_2,canny_mean_2,HOG_2,pixel_density_3,pixel_density_value_3,edge_density_3,edge_direction_3,mean_pixel_density_3,contrast_3,correlation_3,energy_3,dissimilarity_3,homogeneity_3,ASM_3,mean_gabor_value_3,LBP_3,canny_mean_3,HOG_3,pixel_density_4,pixel_density_value_4,edge_density_4,edge_direction_4,mean_pixel_density_4,contrast_4,correlation_4,energy_4,dissimilarity_4,homogeneity_4,ASM_4,mean_gabor_value_4,LBP_4,canny_mean_4,HOG_4,pixel_density_5,pixel_density_value_5,edge_density_5,edge_direction_5,mean_pixel_density_5,contrast_5,correlation_5,energy_5,dissimilarity_5,homogeneity_5,ASM_5,mean_gabor_value_5,LBP_5,canny_mean_5,HOG_5
0,4,346.0,0.17541594951233505,1,0.5395818568391212,163.3557845841196,0.9012355746458413,0.04528016974911096,6.885179271302077,0.2818347260948108,0.0020502937725083033,-174.23172965486444,0.11689615605110591,0.168125,0.13087397779160112,0,397.0,0.16494549627079746,1,0.5006699065168236,107.41689650166931,0.9348113071545937,0.06699907176841301,5.652053999129046,0.3117943487240404,0.004488875617828957,289.93755242589145,0.15232358003223861,0.1659375,0.1346714566097822,4,277.0,0.19675788221296847,1,0.49944885747279283,163.22553447756698,0.8963273156343412,0.04118458067173686,6.884372177055103,0.2580015389175576,0.0016961696851068011,-74.17323980166829,0.11406900654202753,0.1659375,0.13629230084940352,0,419.0,0.17895974140464296,1,0.47905135606990373,104.00461035098158,0.9295537626275201,0.06984220620242715,5.713117192147533,0.2985718450911991,0.004877933767222353,177.79600585353853,0.15280634733833667,0.1778125,0.1356533871653042,4,155.0,0.18873456790123458,1,0.5012472766884531,160.67390625,0.8645507859586837,0.033258501615188556,7.06984375,0.24077951628552696,0.0011061279296874999,-62.21075567144647,0.10848765431931347,0.1625,0.13499201805324926,0,356.0,0.19984756097560977,1,0.5110975609756098,118.13657407407409,0.8971055989553385,0.05998582048068565,6.546141975308641,0.25889771191629407,0.0035982986587410467,71.24985712081465,0.1385670731686194,0.1671875,0.13497653635730056
1,5,244.0,0.19291754756871035,1,0.788466919537371,318.46243315508025,0.8946899857033727,0.027530208230919395,9.866978609625669,0.19687507463001386,0.000757912365237782,-354.6731638501545,0.08443446088683358,0.1771875,0.1311972835474838,6,146.0,0.20650470219435738,1,0.8159367508758989,269.8591437632135,0.90016294132734,0.02695252568146156,9.04254756871036,0.20326114425529207,0.0007264386406098449,259.56158812639586,0.09195402298730468,0.181875,0.13431578887963486,6,190.0,0.2071389940508383,1,0.7009257786402825,249.37455540355677,0.9128983573372118,0.026865751750061517,8.875239398084815,0.19434662636380062,0.0007217686170959334,-182.64595556796306,0.09153596538545787,0.1778125,0.1351184200728711,7,219.0,0.20010816657652786,1,0.6443069385677472,225.8923392612859,0.9171125335857007,0.03456034226172307,8.426128590971272,0.21335683149458137,0.0011944172572474414,223.84670772265375,0.10951865873297027,0.17125,0.13737531714694934,7,136.0,0.22171444398282786,1,0.735055434720627,270.800644438218,0.889568647443967,0.023561841213821405,9.561081535444101,0.17460664869661183,0.000555160361385333,-216.47710179649098,0.08322946960139552,0.1915625,0.13536508146726897,7,161.0,0.20094169782578591,1,0.605400914000831,258.2238722331185,0.8824426404125594,0.031704737723816385,8.904455029420005,0.2105285229525543,0.001005190394135986,148.9881143864244,0.1073258551432305,0.1753125,0.1409204389319483
2,3,293.0,0.14680232558139536,1,0.532640788873689,89.33958333333332,0.9100912381889877,0.04737157675866486,5.2814950980392155,0.2993896443193487,0.0022440662846020766,-114.26796175967851,0.12814922480464935,0.158125,0.13400061742484726,0,767.0,0.15891472868217055,1,0.4747905266757866,85.98517156862745,0.9353138743379952,0.10015674290705594,4.95968137254902,0.34537087208188144,0.0100313731497501,202.7722186432462,0.18737887596672262,0.171875,0.13134215545039643,3,441.0,0.16042516376220492,1,0.4576704690033225,87.78582145536384,0.9168973865810469,0.04996418646328812,5.431732933233309,0.2945207410430187,0.002496419928938224,-218.78031406630316,0.13261648745355809,0.1525,0.13208450518534556,0,754.0,0.1672228401928068,1,0.4195336866671029,84.11577894473619,0.9309893837239878,0.10065955886116026,5.119529882470618,0.3402394230866453,0.010132346790123389,183.4219266104708,0.1889754047683973,0.16625,0.1333143532310762,4,286.0,0.17407407407407408,1,0.3832197323373794,85.39357429718878,0.8972802905519187,0.04460403437241754,5.42463186077644,0.2785868583653391,0.0019895198822958058,-70.978418881611,0.1285714285697279,0.1734375,0.14056569341790767,0,718.0,0.1873202614379085,1,0.4048073817762399,85.98108465608465,0.8953168341479238,0.09647419464911929,5.510185185185184,0.3016701329712213,0.009307270233196156,50.64345349359989,0.17019607842914777,0.1834375,0.1351820228022089
3,0,512.0,0.15705173635719347,1,0.32128569641889354,106.75824964131995,0.847107995736854,0.0684188579183641,5.83974175035868,0.27828231565793565,0.004681140118853295,-106.7971516525162,0.15861091424296794,0.1475,0.1366472266861592,0,421.0,0.13137254901960785,1,0.3278892733564014,97.82593905031894,0.8488376465028982,0.06095619103895293,5.367540751240257,0.2734547461605714,0.0037156572259773256,110.05840360597965,0.15098039215474818,0.1421875,0.13896887586310983,0,425.0,0.16400560224089636,1,0.293802932937881,161.72080498866214,0.7198202828801465,0.056843522619606526,6.675170068027211,0.26568763659512407,0.003231186063805719,-50.61783128811923,0.14999999999789917,0.1478125,0.1387888452419435,0,435.0,0.15126050420168066,1,0.2926017465809853,103.16255668934241,0.8038147529945886,0.06433975016255339,5.596230158730159,0.2952336704528457,0.004139603450979789,98.43728210112522,0.1596638655439823,0.14375,0.14123052579631026,0,560.0,0.15933188090050834,1,0.26257422358921784,113.40549676660787,0.8107836253123119,0.07391965044384988,5.8199588477366255,0.3001416861520246,0.005464114721740955,-117.9590776132584,0.17037037036789585,0.1496875,0.14187065317759306,0,470.0,0.1521676715475165,1,0.2460032764182331,94.27247639796663,0.806750401499876,0.06804984920913905,5.315032679738562,0.30268089364794826,0.004630781977386562,164.20394735960107,0.16838931954969294,0.145625,0.14112539478806438
4,6,188.0,0.18167789001122334,1,0.820268039875883,312.578125,0.9015215516135003,0.027023564419997908,9.759943181818183,0.1922771366458412,0.0007302730339617768,-298.45019492149174,0.09217171717042408,0.1909375,0.13101791674174645,5,179.0,0.1755820399113082,1,0.8548160949523934,331.293630751964,0.9000937854477787,0.025722417681814595,9.839085297418631,0.19526804408238027,0.0006616427713977282,336.0638676836149,0.08938470066394977,0.189375,0.13135944624735785,5,176.0,0.18228206945428774,1,0.8010338933589027,431.258106169297,0.8535573006626505,0.025492842860764732,11.019368723098996,0.18255520113597615,0.0006498850371236434,-310.27671845800495,0.09425939050185317,0.1709375,0.1320157766691627,6,160.0,0.18058114812189935,1,0.7903030808354525,357.4199426111909,0.8776025727873591,0.025493044722714648,10.097417503586804,0.19325202753254242,0.0006498953292343291,431.9459353393709,0.08788093550548716,0.174375,0.13480172128304455,5,186.0,0.18714242697982536,1,0.6940149140053492,432.7292682926829,0.8686864900715798,0.026207988108400568,11.234756097560979,0.18295209637734228,0.0006868586406900655,-299.03974131632265,0.09409816320243755,0.1640625,0.13657831314418148,6,220.0,0.200029744199881,1,0.6609546138502992,389.4194519722976,0.8556458018384719,0.027904889228755468,10.567299006323399,0.18961692396571603,0.0007786828428691129,370.83747179621,0.09324806662562093,0.19125,0.1345392314477839
5,4,317.0,0.19568916619398752,1,0.5963898435153983,147.38156761412577,0.92554476739832,0.043950278371207185,7.2093023255813975,0.24088344824361657,0.001931626968906602,-305.4866192755314,0.12634713556258725,0.178125,0.13384385946237798,0,741.0,0.1766874645490641,1,0.630763070968603,159.08168245765145,0.9330967563392208,0.10821522176987378,6.707579672695952,0.3017497573547524,0.011710534222702962,215.22494260270196,0.18122518434229687,0.1928125,0.13095648199029045,0,238.0,0.18493543758967002,1,0.5710439699552705,133.40624546114745,0.92786585926259,0.04477676320807038,6.629193899782135,0.25015068147219544,0.002004958523391605,-229.2123504579184,0.12223816355635239,0.173125,0.1366745681641425,0,801.0,0.16685796269727404,1,0.5349362815427462,123.82106027596225,0.948409845405828,0.1183190861972287,5.9111111111111105,0.3256119389500911,0.013999406158547233,360.49005494592353,0.1989956958364563,0.149375,0.13128130815860706,0,206.0,0.225,1,0.5747873848334515,156.70276040872352,0.8694270206970969,0.038821346116373966,7.661430532255605,0.20950206240829328,0.0015070969142873037,-68.0433440480831,0.11807228915484831,0.2028125,0.1369045236061585,0,753.0,0.18875502008032127,1,0.5532754110122406,127.14593373493976,0.9304584059397804,0.11342411293321704,6.374246987951806,0.28163949569661406,0.012865029394687174,117.14894862182075,0.18221032276986152,0.1959375,0.13634759257350237
6,0,316.0,0.17700072098053352,1,0.29202256244963737,91.51324200913244,0.8696438393886288,0.05801912086348581,5.3543378995433795,0.2875146727765508,0.003366218385771774,-26.179363376187283,0.14185291996860394,0.0,0.14144063801594037,1,205.0,0.16260451876890233,1,0.27172472974245737,93.63734679163663,0.8770786801036308,0.04521297467096447,5.617159336697909,0.2699681071819863,0.0020442130785972745,64.05531938110796,0.1325386941801719,0.0,0.14285861006657027,0,262.0,0.17123538011695907,1,0.2891533367733058,82.88740740740741,0.8649374943782671,0.05119943388533048,5.247777777777777,0.2734468778892211,0.0026213820301783266,70.01339514748489,0.1372441520442755,0.0,0.14436419645709955,7,223.0,0.16721491228070176,1,0.2587676298589611,93.10518518518519,0.8698393318470276,0.04062525720083191,5.822962962962962,0.24438090884997848,0.001650411522633745,27.138524691999862,0.125182748535724,0.0,0.14372075505133328,0,229.0,0.1787793427230047,1,0.30388732394366197,82.05538637228778,0.8562826081549714,0.0520619264879731,5.702131709173963,0.23489300611617567,0.002710444189639115,65.23890670662892,0.12544600938731557,0.016666666666666666,0.14378729763020537,8,198.0,0.19106745737583394,1,0.3106920158723237,114.13201877934274,0.8700432318476979,0.036288134032488865,6.824976525821597,0.2126326992902587,0.0013168286715598764,24.72470140318989,0.11860637509046319,0.0,0.1453553065247954
7,5,269.0,0.19161164098801664,1,0.8139297685325048,193.2570509648689,0.9226352278697472,0.02952261841030007,8.233052944087087,0.19538045122182784,0.0008715849978001886,-263.74093238953037,0.09782342870998015,0.1834375,0.1326717606594878,5,257.0,0.19148936170212766,1,0.8084679713277961,230.26424553680616,0.9155409700237042,0.030857778039741088,8.319271215456105,0.21486811734772648,0.0009522024655499274,336.867296281117,0.10735009671050108,0.1903125,0.13425140515342274,5,386.0,0.18344155844155843,1,0.713812657930305,218.66767715043576,0.9220889349600672,0.03591440069164758,8.56107111279525,0.21614261274175636,0.001289844177040216,-377.76876068547864,0.10701798201664563,0.1640625,0.13582926968154727,5,382.0,0.1907642918878874,1,0.7147026139755815,193.7746003996004,0.9333044006202578,0.0382792673008186,8.003871128871129,0.2200438925003528,0.00146530230508752,390.7148538928547,0.11532287936639928,0.1715625,0.13321135520972183,5,228.0,0.21825715049452019,1,0.6600956019938048,211.15402298850574,0.8928805402102703,0.026893760705519174,8.665855307640298,0.18476014171642516,0.0007232743648857272,-211.34244168620327,0.09128575247138083,0.1934375,0.13961964990688103,5,201.0,0.22507350975674953,1,0.6598503074044373,179.27883705206224,0.9130199420965532,0.02993106637405604,8.137525354969577,0.19434340152435578,0.000895868734288148,230.90217951055712,0.1030473135511488,0.194375,0.13671727706527223
8,4,179.0,0.18824404761904762,1,0.8379012021475257,278.2417168674699,0.9257797659406372,0.027989058171373458,8.775853413654621,0.22165375110291044,0.0007833873773205273,-283.9657051692666,0.10094246031620856,0.1571875,0.1269464495591595,0,457.0,0.18713235294117647,1,0.8891709919261822,297.820064484127,0.9383992706071067,0.05836658508344376,8.7578125,0.24176774326345019,0.0034066582543028794,194.7581763272491,0.1269607843121696,0.17375,0.131553041912538,4,141.0,0.20759013282732447,1,0.7377266808051494,315.4054019457245,0.8716086888979587,0.027223192649804242,9.730286738351253,0.20686091675924093,0.0007411022180483556,-171.01635497158318,0.09639468690580145,0.1984375,0.1364371976607662,0,464.0,0.19671094244149273,1,0.7318287011199166,280.2215821812596,0.9016363611214204,0.06120197388894822,8.817844342037892,0.24318537569958876,0.0037456816079035,126.76888229914884,0.1338393421867952,0.203125,0.1370112568074791,5,238.0,0.19805194805194806,1,0.6263241660300484,290.8452902519169,0.8811015068517546,0.03215229618241342,9.427710843373495,0.21277127391241635,0.0010337701498016366,-185.82260875526018,0.10646645021500993,0.1671875,0.13706103722338037,0,456.0,0.18574134199134198,1,0.606472816399287,221.29326396495077,0.9110483968974072,0.06621327396304227,7.861171960569552,0.25875946073427564,0.004384197648904892,26.81640736905002,0.1427218614699307,0.16625,0.13674873204273388
9,0,250.0,0.20125,1,0.4736911764705882,229.89873417721518,0.8565551468195957,0.036432112350052025,9.112974683544303,0.19171481929798795,0.0013272988102868133,-268.0583908120281,0.12749999999800782,0.1859375,0.13815574361463392,0,776.0,0.1808641975308642,1,0.40227668845315906,152.23218750000004,0.9070215826140087,0.10218821674060567,7.030625000000001,0.2931611477896105,0.010442431640625001,311.42469604454095,0.19953703703395775,0.17875,0.13509578629779623,0,432.0,0.21243102888672508,1,0.4654657578708212,284.2155186585567,0.8254686777014064,0.06088054144685349,9.922242314647377,0.20818263440670615,0.0037064403268620458,-162.6680242928099,0.1549821486505196,0.0,0.1369526244143766,0,732.0,0.20529049010061667,1,0.43274528896271264,199.24708203189218,0.871301901905284,0.10820347144520208,8.402761795166859,0.25916442542299056,0.011707991232792661,233.96037096297297,0.19668938655961232,0.0,0.13825773627746363,0,230.0,0.22510822510822512,1,0.4715029284441049,362.6412776412776,0.8161946895105048,0.040135090586659726,11.382590382590381,0.16430710216901107,0.0016108254963993823,-62.60245759502541,0.1309090909068241,0.008333333333333333,0.14014272085395324,0,572.0,0.2420779220779221,1,0.4930583142347848,277.7012987012987,0.8324152921827854,0.09572814690111812,10.055809055809053,0.21607855223146505,0.009163878109122052,13.406791359470871,0.17904761904451866,0.31666666666666665,0.13988800189244285
